Havaintoasema;Päivä.Kuukausi.Vuosi Aika [Paikallinen aika];Keskituulen nopeus [m/s]
Helsinki-Vantaan lentoasema;13.01.2023 08:11;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:12;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:13;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:14;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:15;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:16;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:17;2.6
Helsinki-Vantaan lentoasema;13.01.2023 08:18;2.6
Helsinki-Vantaan lentoasema;13.01.2023 08:19;2.6
Helsinki-Vantaan lentoasema;13.01.2023 08:20;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:21;2.6
Helsinki-Vantaan lentoasema;13.01.2023 08:22;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:23;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:24;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:25;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:26;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:27;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:28;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:29;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:30;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:31;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:32;2.3
Helsinki-Vantaan lentoasema;13.01.2023 08:33;2.3
Helsinki-Vantaan lentoasema;13.01.2023 08:34;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:35;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:36;2.4
Helsinki-Vantaan lentoasema;13.01.2023 08:37;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:38;2.5
Helsinki-Vantaan lentoasema;13.01.2023 08:39;2.6
Helsinki-Vantaan lentoasema;13.01.2023 08:40;2.7
Helsinki-Vantaan lentoasema;13.01.2023 08:41;2.7
Helsinki-Vantaan lentoasema;13.01.2023 08:42;2.9
Helsinki-Vantaan lentoasema;13.01.2023 08:43;2.9
Helsinki-Vantaan lentoasema;13.01.2023 08:44;2.9
Helsinki-Vantaan lentoasema;13.01.2023 08:45;3
Helsinki-Vantaan lentoasema;13.01.2023 08:46;3
Helsinki-Vantaan lentoasema;13.01.2023 08:47;3.1
Helsinki-Vantaan lentoasema;13.01.2023 08:48;3.1
Helsinki-Vantaan lentoasema;13.01.2023 08:49;3.2
Helsinki-Vantaan lentoasema;13.01.2023 08:50;3.2
Helsinki-Vantaan lentoasema;13.01.2023 08:51;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:52;3.2
Helsinki-Vantaan lentoasema;13.01.2023 08:53;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:54;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:55;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:56;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:57;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:58;3.3
Helsinki-Vantaan lentoasema;13.01.2023 08:59;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:00;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:01;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:02;3.4
Helsinki-Vantaan lentoasema;13.01.2023 09:03;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:04;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:05;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:06;3.6
Helsinki-Vantaan lentoasema;13.01.2023 09:07;3.6
Helsinki-Vantaan lentoasema;13.01.2023 09:08;3.7
Helsinki-Vantaan lentoasema;13.01.2023 09:09;3.6
Helsinki-Vantaan lentoasema;13.01.2023 09:10;3.7
Helsinki-Vantaan lentoasema;13.01.2023 09:11;3.7
Helsinki-Vantaan lentoasema;13.01.2023 09:12;3.6
Helsinki-Vantaan lentoasema;13.01.2023 09:13;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:14;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:15;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:16;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:17;3.4
Helsinki-Vantaan lentoasema;13.01.2023 09:18;3.4
Helsinki-Vantaan lentoasema;13.01.2023 09:19;3.4
Helsinki-Vantaan lentoasema;13.01.2023 09:20;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:21;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:22;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:23;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:24;3.2
Helsinki-Vantaan lentoasema;13.01.2023 09:25;3.1
Helsinki-Vantaan lentoasema;13.01.2023 09:26;3.1
Helsinki-Vantaan lentoasema;13.01.2023 09:27;3
Helsinki-Vantaan lentoasema;13.01.2023 09:28;2.9
Helsinki-Vantaan lentoasema;13.01.2023 09:29;2.9
Helsinki-Vantaan lentoasema;13.01.2023 09:30;2.8
Helsinki-Vantaan lentoasema;13.01.2023 09:31;2.7
Helsinki-Vantaan lentoasema;13.01.2023 09:32;2.7
Helsinki-Vantaan lentoasema;13.01.2023 09:33;2.6
Helsinki-Vantaan lentoasema;13.01.2023 09:34;2.7
Helsinki-Vantaan lentoasema;13.01.2023 09:35;2.7
Helsinki-Vantaan lentoasema;13.01.2023 09:36;2.7
Helsinki-Vantaan lentoasema;13.01.2023 09:37;2.7
Helsinki-Vantaan lentoasema;13.01.2023 09:38;2.8
Helsinki-Vantaan lentoasema;13.01.2023 09:39;2.8
Helsinki-Vantaan lentoasema;13.01.2023 09:40;2.9
Helsinki-Vantaan lentoasema;13.01.2023 09:41;2.9
Helsinki-Vantaan lentoasema;13.01.2023 09:42;3
Helsinki-Vantaan lentoasema;13.01.2023 09:43;3
Helsinki-Vantaan lentoasema;13.01.2023 09:44;3
Helsinki-Vantaan lentoasema;13.01.2023 09:45;3.1
Helsinki-Vantaan lentoasema;13.01.2023 09:46;3.2
Helsinki-Vantaan lentoasema;13.01.2023 09:47;3.3
Helsinki-Vantaan lentoasema;13.01.2023 09:48;3.4
Helsinki-Vantaan lentoasema;13.01.2023 09:49;3.5
Helsinki-Vantaan lentoasema;13.01.2023 09:50;3.6
Helsinki-Vantaan lentoasema;13.01.2023 09:51;3.8
Helsinki-Vantaan lentoasema;13.01.2023 09:52;4
Helsinki-Vantaan lentoasema;13.01.2023 09:53;4.1
Helsinki-Vantaan lentoasema;13.01.2023 09:54;4.2
Helsinki-Vantaan lentoasema;13.01.2023 09:55;4.3
Helsinki-Vantaan lentoasema;13.01.2023 09:56;4.4
Helsinki-Vantaan lentoasema;13.01.2023 09:57;4.5
Helsinki-Vantaan lentoasema;13.01.2023 09:58;4.4
Helsinki-Vantaan lentoasema;13.01.2023 09:59;4.4
Helsinki-Vantaan lentoasema;13.01.2023 10:00;4.4
Helsinki-Vantaan lentoasema;13.01.2023 10:01;4.3
Helsinki-Vantaan lentoasema;13.01.2023 10:02;4.2
Helsinki-Vantaan lentoasema;13.01.2023 10:03;4.2
Helsinki-Vantaan lentoasema;13.01.2023 10:04;4.1
Helsinki-Vantaan lentoasema;13.01.2023 10:05;4
Helsinki-Vantaan lentoasema;13.01.2023 10:06;3.9
Helsinki-Vantaan lentoasema;13.01.2023 10:07;3.8
Helsinki-Vantaan lentoasema;13.01.2023 10:08;3.8
Helsinki-Vantaan lentoasema;13.01.2023 10:09;3.8
Helsinki-Vantaan lentoasema;13.01.2023 10:10;3.8
Helsinki-Vantaan lentoasema;13.01.2023 10:11;3.8
Helsinki-Vantaan lentoasema;13.01.2023 10:12;3.7
Helsinki-Vantaan lentoasema;13.01.2023 10:13;3.5
Helsinki-Vantaan lentoasema;13.01.2023 10:14;3.5
Helsinki-Vantaan lentoasema;13.01.2023 10:15;3.4
Helsinki-Vantaan lentoasema;13.01.2023 10:16;3.4
Helsinki-Vantaan lentoasema;13.01.2023 10:17;3.3
Helsinki-Vantaan lentoasema;13.01.2023 10:18;3.3
Helsinki-Vantaan lentoasema;13.01.2023 10:19;3.2
Helsinki-Vantaan lentoasema;13.01.2023 10:20;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:21;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:22;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:23;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:24;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:25;3
Helsinki-Vantaan lentoasema;13.01.2023 10:26;3
Helsinki-Vantaan lentoasema;13.01.2023 10:27;3
Helsinki-Vantaan lentoasema;13.01.2023 10:28;3
Helsinki-Vantaan lentoasema;13.01.2023 10:29;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:30;3
Helsinki-Vantaan lentoasema;13.01.2023 10:31;3
Helsinki-Vantaan lentoasema;13.01.2023 10:32;3
Helsinki-Vantaan lentoasema;13.01.2023 10:33;3
Helsinki-Vantaan lentoasema;13.01.2023 10:34;3
Helsinki-Vantaan lentoasema;13.01.2023 10:35;3
Helsinki-Vantaan lentoasema;13.01.2023 10:36;3
Helsinki-Vantaan lentoasema;13.01.2023 10:37;2.9
Helsinki-Vantaan lentoasema;13.01.2023 10:38;2.9
Helsinki-Vantaan lentoasema;13.01.2023 10:39;2.9
Helsinki-Vantaan lentoasema;13.01.2023 10:40;2.8
Helsinki-Vantaan lentoasema;13.01.2023 10:41;2.9
Helsinki-Vantaan lentoasema;13.01.2023 10:42;2.9
Helsinki-Vantaan lentoasema;13.01.2023 10:43;3
Helsinki-Vantaan lentoasema;13.01.2023 10:44;3
Helsinki-Vantaan lentoasema;13.01.2023 10:45;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:46;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:47;3.2
Helsinki-Vantaan lentoasema;13.01.2023 10:48;3.3
Helsinki-Vantaan lentoasema;13.01.2023 10:49;3.3
Helsinki-Vantaan lentoasema;13.01.2023 10:50;3.3
Helsinki-Vantaan lentoasema;13.01.2023 10:51;3.3
Helsinki-Vantaan lentoasema;13.01.2023 10:52;3.2
Helsinki-Vantaan lentoasema;13.01.2023 10:53;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:54;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:55;3
Helsinki-Vantaan lentoasema;13.01.2023 10:56;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:57;3.1
Helsinki-Vantaan lentoasema;13.01.2023 10:58;3
Helsinki-Vantaan lentoasema;13.01.2023 10:59;3
Helsinki-Vantaan lentoasema;13.01.2023 11:00;3
Helsinki-Vantaan lentoasema;13.01.2023 11:01;3
Helsinki-Vantaan lentoasema;13.01.2023 11:02;3
Helsinki-Vantaan lentoasema;13.01.2023 11:03;3.1
Helsinki-Vantaan lentoasema;13.01.2023 11:04;3.1
Helsinki-Vantaan lentoasema;13.01.2023 11:05;3.1
Helsinki-Vantaan lentoasema;13.01.2023 11:06;3
Helsinki-Vantaan lentoasema;13.01.2023 11:07;3
Helsinki-Vantaan lentoasema;13.01.2023 11:08;3
Helsinki-Vantaan lentoasema;13.01.2023 11:09;3
Helsinki-Vantaan lentoasema;13.01.2023 11:10;3
Helsinki-Vantaan lentoasema;13.01.2023 11:11;3
Helsinki-Vantaan lentoasema;13.01.2023 11:12;3
Helsinki-Vantaan lentoasema;13.01.2023 11:13;3
Helsinki-Vantaan lentoasema;13.01.2023 11:14;3
Helsinki-Vantaan lentoasema;13.01.2023 11:15;3
Helsinki-Vantaan lentoasema;13.01.2023 11:16;3
Helsinki-Vantaan lentoasema;13.01.2023 11:17;3
Helsinki-Vantaan lentoasema;13.01.2023 11:18;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:19;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:20;2.8
Helsinki-Vantaan lentoasema;13.01.2023 11:21;2.8
Helsinki-Vantaan lentoasema;13.01.2023 11:22;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:23;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:24;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:25;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:26;2.9
Helsinki-Vantaan lentoasema;13.01.2023 11:27;2.8
Helsinki-Vantaan lentoasema;13.01.2023 11:28;2.8
Helsinki-Vantaan lentoasema;13.01.2023 11:29;2.8
Helsinki-Vantaan lentoasema;13.01.2023 11:30;2.8
Helsinki-Vantaan lentoasema;13.01.2023 11:31;2.7
Helsinki-Vantaan lentoasema;13.01.2023 11:32;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:33;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:34;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:35;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:36;2.7
Helsinki-Vantaan lentoasema;13.01.2023 11:37;2.7
Helsinki-Vantaan lentoasema;13.01.2023 11:38;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:39;2.7
Helsinki-Vantaan lentoasema;13.01.2023 11:40;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:41;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:42;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:43;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:44;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:45;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:46;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:47;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:48;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:49;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:50;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:51;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:52;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:53;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:54;2.5
Helsinki-Vantaan lentoasema;13.01.2023 11:55;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:56;2.6
Helsinki-Vantaan lentoasema;13.01.2023 11:57;2.7
Helsinki-Vantaan lentoasema;13.01.2023 11:58;2.7
Helsinki-Vantaan lentoasema;13.01.2023 11:59;2.6
Helsinki-Vantaan lentoasema;13.01.2023 12:00;2.6
Helsinki-Vantaan lentoasema;13.01.2023 12:01;2.6
Helsinki-Vantaan lentoasema;13.01.2023 12:02;2.5
Helsinki-Vantaan lentoasema;13.01.2023 12:03;2.5
Helsinki-Vantaan lentoasema;13.01.2023 12:04;2.4
Helsinki-Vantaan lentoasema;13.01.2023 12:05;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:06;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:07;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:08;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:09;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:10;2
Helsinki-Vantaan lentoasema;13.01.2023 12:11;2
Helsinki-Vantaan lentoasema;13.01.2023 12:12;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:13;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:14;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:15;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:16;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:17;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:18;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:19;2.4
Helsinki-Vantaan lentoasema;13.01.2023 12:20;2.4
Helsinki-Vantaan lentoasema;13.01.2023 12:21;2.4
Helsinki-Vantaan lentoasema;13.01.2023 12:22;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:23;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:24;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:25;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:26;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:27;2
Helsinki-Vantaan lentoasema;13.01.2023 12:28;2
Helsinki-Vantaan lentoasema;13.01.2023 12:29;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:30;2.1
Helsinki-Vantaan lentoasema;13.01.2023 12:31;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:32;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:33;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:34;2.2
Helsinki-Vantaan lentoasema;13.01.2023 12:35;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:36;2.3
Helsinki-Vantaan lentoasema;13.01.2023 12:37;2.4
Helsinki-Vantaan lentoasema;13.01.2023 12:38;2.5
Helsinki-Vantaan lentoasema;13.01.2023 12:39;2.5
Helsinki-Vantaan lentoasema;13.01.2023 12:40;2.5
Helsinki-Vantaan lentoasema;13.01.2023 12:41;2.6
Helsinki-Vantaan lentoasema;13.01.2023 12:42;2.7
Helsinki-Vantaan lentoasema;13.01.2023 12:43;2.8
Helsinki-Vantaan lentoasema;13.01.2023 12:44;2.8
Helsinki-Vantaan lentoasema;13.01.2023 12:45;2.9
Helsinki-Vantaan lentoasema;13.01.2023 12:46;3
Helsinki-Vantaan lentoasema;13.01.2023 12:47;3.1
Helsinki-Vantaan lentoasema;13.01.2023 12:48;3.1
Helsinki-Vantaan lentoasema;13.01.2023 12:49;3.2
Helsinki-Vantaan lentoasema;13.01.2023 12:50;3.2
Helsinki-Vantaan lentoasema;13.01.2023 12:51;3.3
Helsinki-Vantaan lentoasema;13.01.2023 12:52;3.3
Helsinki-Vantaan lentoasema;13.01.2023 12:53;3.3
Helsinki-Vantaan lentoasema;13.01.2023 12:54;3.4
Helsinki-Vantaan lentoasema;13.01.2023 12:55;3.4
Helsinki-Vantaan lentoasema;13.01.2023 12:56;3.4
Helsinki-Vantaan lentoasema;13.01.2023 12:57;3.4
Helsinki-Vantaan lentoasema;13.01.2023 12:58;3.4
Helsinki-Vantaan lentoasema;13.01.2023 12:59;3.3
Helsinki-Vantaan lentoasema;13.01.2023 13:00;3.2
Helsinki-Vantaan lentoasema;13.01.2023 13:01;3.1
Helsinki-Vantaan lentoasema;13.01.2023 13:02;3.1
Helsinki-Vantaan lentoasema;13.01.2023 13:03;3
Helsinki-Vantaan lentoasema;13.01.2023 13:04;3
Helsinki-Vantaan lentoasema;13.01.2023 13:05;3
Helsinki-Vantaan lentoasema;13.01.2023 13:06;3
Helsinki-Vantaan lentoasema;13.01.2023 13:07;3
Helsinki-Vantaan lentoasema;13.01.2023 13:08;2.9
Helsinki-Vantaan lentoasema;13.01.2023 13:09;2.9
Helsinki-Vantaan lentoasema;13.01.2023 13:10;2.9
Helsinki-Vantaan lentoasema;13.01.2023 13:11;2.9
Helsinki-Vantaan lentoasema;13.01.2023 13:12;2.8
Helsinki-Vantaan lentoasema;13.01.2023 13:13;2.8
Helsinki-Vantaan lentoasema;13.01.2023 13:14;2.8
Helsinki-Vantaan lentoasema;13.01.2023 13:15;2.8
Helsinki-Vantaan lentoasema;13.01.2023 13:16;2.7
Helsinki-Vantaan lentoasema;13.01.2023 13:17;2.6
Helsinki-Vantaan lentoasema;13.01.2023 13:18;2.6
Helsinki-Vantaan lentoasema;13.01.2023 13:19;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:20;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:21;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:22;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:23;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:24;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:25;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:26;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:27;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:28;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:29;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:30;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:31;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:32;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:33;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:34;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:35;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:36;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:37;2.4
Helsinki-Vantaan lentoasema;13.01.2023 13:38;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:39;2.5
Helsinki-Vantaan lentoasema;13.01.2023 13:40;2.6
Helsinki-Vantaan lentoasema;13.01.2023 13:41;2.6
Helsinki-Vantaan lentoasema;13.01.2023 13:42;2.7
Helsinki-Vantaan lentoasema;13.01.2023 13:43;2.8
Helsinki-Vantaan lentoasema;13.01.2023 13:44;2.8
Helsinki-Vantaan lentoasema;13.01.2023 13:45;2.9
Helsinki-Vantaan lentoasema;13.01.2023 13:46;3
Helsinki-Vantaan lentoasema;13.01.2023 13:47;3.1
Helsinki-Vantaan lentoasema;13.01.2023 13:48;3.1
Helsinki-Vantaan lentoasema;13.01.2023 13:49;3.1
Helsinki-Vantaan lentoasema;13.01.2023 13:50;3.1
Helsinki-Vantaan lentoasema;13.01.2023 13:51;3.2
Helsinki-Vantaan lentoasema;13.01.2023 13:52;3.2
Helsinki-Vantaan lentoasema;13.01.2023 13:53;3.2
Helsinki-Vantaan lentoasema;13.01.2023 13:54;3.2
Helsinki-Vantaan lentoasema;13.01.2023 13:55;3.3
Helsinki-Vantaan lentoasema;13.01.2023 13:56;3.3
Helsinki-Vantaan lentoasema;13.01.2023 13:57;3.4
Helsinki-Vantaan lentoasema;13.01.2023 13:58;3.5
Helsinki-Vantaan lentoasema;13.01.2023 13:59;3.5
Helsinki-Vantaan lentoasema;13.01.2023 14:00;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:01;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:02;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:03;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:04;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:05;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:06;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:07;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:08;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:09;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:10;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:11;3.8
Helsinki-Vantaan lentoasema;13.01.2023 14:12;3.8
Helsinki-Vantaan lentoasema;13.01.2023 14:13;3.8
Helsinki-Vantaan lentoasema;13.01.2023 14:14;3.9
Helsinki-Vantaan lentoasema;13.01.2023 14:15;3.9
Helsinki-Vantaan lentoasema;13.01.2023 14:16;4
Helsinki-Vantaan lentoasema;13.01.2023 14:17;4
Helsinki-Vantaan lentoasema;13.01.2023 14:18;4
Helsinki-Vantaan lentoasema;13.01.2023 14:19;4.1
Helsinki-Vantaan lentoasema;13.01.2023 14:20;4.2
Helsinki-Vantaan lentoasema;13.01.2023 14:21;4.3
Helsinki-Vantaan lentoasema;13.01.2023 14:22;4.4
Helsinki-Vantaan lentoasema;13.01.2023 14:23;4.5
Helsinki-Vantaan lentoasema;13.01.2023 14:24;4.6
Helsinki-Vantaan lentoasema;13.01.2023 14:25;4.6
Helsinki-Vantaan lentoasema;13.01.2023 14:26;4.7
Helsinki-Vantaan lentoasema;13.01.2023 14:27;4.8
Helsinki-Vantaan lentoasema;13.01.2023 14:28;4.9
Helsinki-Vantaan lentoasema;13.01.2023 14:29;4.9
Helsinki-Vantaan lentoasema;13.01.2023 14:30;4.9
Helsinki-Vantaan lentoasema;13.01.2023 14:31;4.8
Helsinki-Vantaan lentoasema;13.01.2023 14:32;4.7
Helsinki-Vantaan lentoasema;13.01.2023 14:33;4.5
Helsinki-Vantaan lentoasema;13.01.2023 14:34;4.3
Helsinki-Vantaan lentoasema;13.01.2023 14:35;4.2
Helsinki-Vantaan lentoasema;13.01.2023 14:36;4.1
Helsinki-Vantaan lentoasema;13.01.2023 14:37;3.9
Helsinki-Vantaan lentoasema;13.01.2023 14:38;3.8
Helsinki-Vantaan lentoasema;13.01.2023 14:39;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:40;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:41;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:42;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:43;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:44;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:45;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:46;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:47;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:48;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:49;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:50;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:51;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:52;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:53;3.6
Helsinki-Vantaan lentoasema;13.01.2023 14:54;3.7
Helsinki-Vantaan lentoasema;13.01.2023 14:55;3.8
Helsinki-Vantaan lentoasema;13.01.2023 14:56;3.8
Helsinki-Vantaan lentoasema;13.01.2023 14:57;3.9
Helsinki-Vantaan lentoasema;13.01.2023 14:58;4
Helsinki-Vantaan lentoasema;13.01.2023 14:59;4
Helsinki-Vantaan lentoasema;13.01.2023 15:00;4
Helsinki-Vantaan lentoasema;13.01.2023 15:01;4
Helsinki-Vantaan lentoasema;13.01.2023 15:02;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:03;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:04;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:05;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:06;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:07;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:08;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:09;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:10;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:11;3.9
Helsinki-Vantaan lentoasema;13.01.2023 15:12;4
Helsinki-Vantaan lentoasema;13.01.2023 15:13;4.1
Helsinki-Vantaan lentoasema;13.01.2023 15:14;4.1
Helsinki-Vantaan lentoasema;13.01.2023 15:15;4.1
Helsinki-Vantaan lentoasema;13.01.2023 15:16;4.2
Helsinki-Vantaan lentoasema;13.01.2023 15:17;4.2
Helsinki-Vantaan lentoasema;13.01.2023 15:18;4.3
Helsinki-Vantaan lentoasema;13.01.2023 15:19;4.4
Helsinki-Vantaan lentoasema;13.01.2023 15:20;4.5
Helsinki-Vantaan lentoasema;13.01.2023 15:21;4.6
Helsinki-Vantaan lentoasema;13.01.2023 15:22;4.6
Helsinki-Vantaan lentoasema;13.01.2023 15:23;4.7
Helsinki-Vantaan lentoasema;13.01.2023 15:24;4.8
Helsinki-Vantaan lentoasema;13.01.2023 15:25;4.9
Helsinki-Vantaan lentoasema;13.01.2023 15:26;4.9
Helsinki-Vantaan lentoasema;13.01.2023 15:27;5
Helsinki-Vantaan lentoasema;13.01.2023 15:28;5
Helsinki-Vantaan lentoasema;13.01.2023 15:29;5.1
